%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1489487601399537222,0,1489487601398902652,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601418536492,0,1489487601417853486,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601434362692,0,1489487601484015529,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601438594325,0,1489487601437890714,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601458459486,0,1489487601457848841,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601478433313,0,1489487601477870384,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601484375459,0,1489487601534029477,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601499374909,0,1489487601498816755,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601519385221,0,1489487601518817716,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601534427651,0,1489487601584016273,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601539494769,0,1489487601538811260,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601559375271,0,1489487601558767698,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601559613252,0,1489487601558823532,base_link,wheel_left_link,0.0,0.115,0.025,0.106855030099,0.698986410841,0.698986410844,-0.1068550301,0,1489487601558823532,base_link,wheel_right_link,0.0,-0.115,0.025,0.475842483717,0.523042953004,0.523042953007,-0.475842483719
1489487601578463561,0,1489487601577800660,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601584327125,0,1489487601634020694,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601588545465,0,1489487602088134062,base_footprint,base_link,0.0,0.0,0.0102,0.0,0.0,0.0,1.0,0,1489487602088144787,camera_rgb_frame,camera_depth_frame,0.0,0.025,0.0,0.0,0.0,0.0,1.0,0,1489487602088150239,camera_depth_frame,camera_depth_optical_frame,0.0,0.0,0.0,-0.5,0.499999999998,-0.5,0.500000000002,0,1489487602088154474,camera_rgb_frame,camera_link,-0.031,0.0125,-0.016,0.0,0.0,0.0,1.0,0,1489487602088156850,base_link,camera_rgb_frame,-0.087,-0.0125,0.287,0.0,0.0,0.0,1.0,0,1489487602088162082,camera_rgb_frame,camera_rgb_optical_frame,0.0,0.0,0.0,-0.5,0.499999999998,-0.5,0.500000000002,0,1489487602088164102,base_link,caster_back_link,-0.135,0.0,0.009,-0.707106781185,0.0,0.0,0.707106781188,0,1489487602088165996,base_link,caster_front_link,0.115,0.0,0.007,-0.707106781185,0.0,0.0,0.707106781188,0,1489487602088168031,base_link,cliff_sensor_front_link,0.156,0.0,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602088180459,base_link,cliff_sensor_left_link,0.08734,0.13601,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602088182670,base_link,cliff_sensor_right_link,0.085,-0.13601,0.0214,0.0,0.707106781185,0.0,0.707106781188,0,1489487602088184058,base_link,gyro_link,0.056,0.062,0.0202,0.0,0.0,0.0,1.0,0,1489487602088186097,base_link,plate_bottom_link,0.02364,0.0,0.1306,0.0,0.0,0.0,1.0,0,1489487602088187721,base_link,plate_middle_link,-0.01364,0.0,0.1874,0.0,0.0,0.0,1.0,0,1489487602088188979,base_link,plate_top_link,-0.01364,0.0,0.3966,0.0,0.0,0.0,1.0,0,1489487602088190458,base_link,pole_bottom_0_link,0.12,0.082,0.1028,0.0,0.0,0.0,1.0,0,1489487602088192096,base_link,pole_bottom_1_link,0.055,0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602088197128,base_link,pole_bottom_2_link,-0.055,0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602088198617,base_link,pole_bottom_3_link,0.12,-0.082,0.1028,0.0,0.0,0.0,1.0,0,1489487602088200461,base_link,pole_bottom_4_link,0.055,-0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602088202270,base_link,pole_bottom_5_link,-0.055,-0.12,0.1028,0.0,0.0,0.0,1.0,0,1489487602088203653,base_link,pole_kinect_0_link,-0.1024,0.098,0.2372,0.0,0.0,0.0,1.0,0,1489487602088204906,base_link,pole_kinect_1_link,-0.1024,-0.098,0.2372,0.0,0.0,0.0,1.0,0,1489487602088206329,base_link,pole_middle_0_link,0.0381,0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602088207788,base_link,pole_middle_1_link,0.0381,-0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602088209106,base_link,pole_middle_2_link,-0.0381,0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602088210604,base_link,pole_middle_3_link,-0.0381,-0.1505,0.164,0.0,0.0,0.0,1.0,0,1489487602088211902,base_link,pole_top_0_link,0.0381,0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602088213641,base_link,pole_top_1_link,0.0381,-0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602088215345,base_link,pole_top_2_link,-0.0381,0.1505,0.292,0.0,0.0,0.0,1.0,0,1489487602088216884,base_link,pole_top_3_link,-0.0381,-0.1505,0.292,0.0,0.0,0.0,1.0
1489487601599332864,0,1489487601598745197,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601619315137,0,1489487601618777225,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601634440348,0,1489487601684021407,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601639488051,0,1489487601638795902,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601659382290,0,1489487601658747298,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601679249320,0,1489487601678748895,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601684462862,0,1489487601734020732,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601699261146,0,1489487601698704546,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601719215478,0,1489487601718715820,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601734500525,0,1489487601784020302,map,odom,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0
1489487601739243767,0,1489487601738719748,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601759055105,0,1489487601758704276,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
1489487601779089362,0,1489487601778636682,odom,base_footprint,0.644059328755,0.0139373349844,0.0,0.0,0.0,0.746463999801,0.665425801274
