0.281506 13.245
0.962739 13.195
2.00227 13.1325
2.95404 13.23
3.97293 13.18
4.976 13.1425
6.02424 13.1275
7.07041 13.2125
8.10681 13.1775
9.12958 13
10.1502 13.08
11.1809 13.1175
12.2096 13.2125
13.2123 13.18
14.2445 13.125
15.2509 13.0925
16.2629 13.29
17.2536 13.81
18.2866 14.0675
19.2887 13.94
20.297 14.015
21.3414 14.015
22.3907 14.18
23.3954 14.4775
24.4065 14.8425
25.3962 15.3075
26.3946 15.6075
27.4024 16.0175
28.4314 16.49
29.4264 17.16
30.4401 17.405
31.4293 18.055
32.4328 18.345
33.448 19.3375
34.4444 19.5375
35.4382 19.885
36.4394 20.2275
37.4351 20.6575
38.4388 20.8975
39.4449 21.26
40.4546 21.46
41.4763 22.075
42.5215 22.4975
43.5258 23.0625
44.5672 23.4725
45.5896 25.63
46.6445 26.21
47.63 26.73
48.6631 27.0575
49.6347 28.36
50.695 29.165
51.7349 35.4075
52.7683 36.5325
53.7684 37.835
54.7774 38.3725
55.7405 38.9425
56.8023 39.52
57.8062 35.7525
58.8482 35.7225
59.873 35.7225
60.9027 35.8275
61.9084 35.895
62.9009 35.87
63.9289 36.36
64.9335 43.355
65.9718 43.89
66.9825 44.18
68.0017 44.665
69.0386 45.075
70.0782 45.445
71.073 45.735
72.0843 46.07
73.0753 46.3375
74.0706 42.53
75.1401 42.5125
76.1611 42.5875
77.1651 42.6175
78.2046 42.65
79.1667 42.7
80.1434 43.1375
81.1692 44.8075
82.1811 46.5175
83.2029 46.9125
84.2019 47.0175
85.2049 47.1025
86.2057 47.135
87.2076 47.1475
88.2453 47.185
89.2401 48.67
90.2403 57.91
91.2619 57.8425
92.244 57.9275
93.2434 57.9975
94.2797 58.015
95.3473 58.0225
96.3356 58.1425
97.3402 58.1225
98.3724 58.135
99.4028 58.4625
100.417 58.6325
101.436 58.6575
102.482 58.5875
103.472 58.66
104.501 58.73
105.504 58.93
106.511 58.8425
107.536 58.825
108.531 58.815
109.55 58.8525
110.535 58.835
111.574 58.9775
112.615 60.12
113.651 58.98
114.646 59.0375
115.657 59.0625
116.69 59.0425
117.725 59.0675
118.72 59.06
119.729 59.0425
120.741 59.2325
121.778 59.2175
122.808 59.2925
123.877 59.45
124.88 59.6525
125.903 59.6
126.948 59.6075
127.935 59.6075
128.922 59.61
129.951 59.61
130.969 59.61
132.025 59.6125
133.019 59.6175
134.056 59.615
135.055 59.615
136.05 59.6175
137.052 59.62
138.056 59.6175
139.057 59.6625
140.093 64.255
141.095 69.7525
142.125 71.4425
143.161 72.3025
144.198 72.57
145.209 73.01
146.206 73.4825
147.214 74
148.221 74.5225
149.234 74.9525
150.206 75.5175
151.199 75.72
152.25 76.0475
153.263 76.2975
154.284 77.1525
155.263 77.3725
156.295 77.9025
157.296 78.145
158.295 78.5275
159.336 78.695
160.343 79.025
161.329 79.525
162.317 80.005
163.366 80.305
164.373 80.6825
165.371 81.82
166.364 82.3925
167.403 82.8
168.443 83.0175
169.442 83.515
170.466 83.805
171.561 84.1125
172.506 84.615
173.504 85.005
174.511 85.3225
175.538 85.7525
176.534 86.4625
177.526 87.215
178.605 87.545
179.603 88.315
180.586 85.6125
181.62 85.6125
182.63 90.6375
183.662 87.5025
184.692 87.55
185.712 87.5425
186.721 87.5575
187.729 87.745
188.761 87.7875
189.763 87.885
190.804 87.9225
191.804 92.5375
192.786 91.02
193.814 91.025
194.812 91.025
195.821 91.025
196.831 91.19
197.84 93.65
198.837 93.7875
199.879 94.1525
200.879 94.315
201.879 94.735
202.889 95.48
203.864 95.745
204.874 96.26
205.918 93.6525
206.952 93.705
207.948 93.7275
208.98 93.725
209.977 93.775
210.983 93.8175
211.981 93.8275
213.017 93.865
214.018 93.885
215.017 93.9325
216.011 93.9325
217.031 94.3375
218.056 94.8725
219.064 95.0175
220.104 95.0625
221.098 101.828
222.079 100.39
223.103 100.43
224.135 100.428
225.135 100.425
226.14 100.43
227.147 100.425
228.183 100.43
229.14 100.425
230.17 105.782
231.211 104.743
232.218 104.922
233.259 106.457
234.284 106.853
235.288 107.222
236.284 107.653
237.328 108.08
238.322 108.233
239.346 108.832
240.352 109.093
241.353 109.935
242.344 108.153
243.342 108.15
244.353 108.15
245.415 110.475
246.457 110.755
247.526 111.125
248.555 111.362
249.558 111.635
250.55 111.853
251.582 112.085
252.583 112.255
253.619 112.61
254.641 112.91
255.64 113.26
256.678 113.638
257.67 113.998
258.676 114.282
259.681 114.78
260.686 115.12
261.679 115.483
262.719 115.817
263.715 116.81
264.701 117.96
265.731 118.513
266.736 119.03
267.743 119.25
268.727 119.928
269.732 120.288
270.731 120.73
271.758 121.138
272.809 121.858
273.798 118.25
274.798 118.668
275.809 118.703
276.803 118.72
277.831 118.728
278.827 118.735
279.865 118.735
280.852 118.752
281.893 118.75
282.926 121.655
283.941 124.047
284.964 124.163
285.959 124.678
286.961 125.138
288.013 126.328
289.227 127.07
290.036 127.415
291.06 127.058
292.07 127.48
293.091 128.012
294.081 128.192
295.091 128.46
296.093 129.16
297.129 129.72
298.137 129.935
299.159 130.078
300.178 130.415
301.149 130.688
302.162 131.125
303.178 131.602
304.162 131.94
305.199 132.83
306.211 133.282
307.199 133.572
308.201 134.012
309.173 134.308
310.2 134.935
311.202 135.458
312.198 135.795
